역이름    경도(y)      위도(x)
회룡	    127.046895	37.724846
도봉산	127.046222	37.689313
창동	    127.047731	37.653166
녹천	    127.051269	37.644799
월계	    127.058831	37.633212
광운대	127.061835	37.623632
신이문	127.067325	37.601854
외대앞	127.063549	37.596073
방학	    127.044273	37.667503
도봉  	127.045595	37.679563
망월사	127.047455	37.709914
의정부	127.045958	37.738415
분당 	127.045958	37.738415
